4.000e+14 0.000 10659.66
1.600e+14 0.000 9894.84
4.600e+15 -0.540 44933.08
1.900e+07 1.700 999.04
3.370e+07 2.000 14000.96
1.500e+09 1.430 2688.81
2.000e+13 0.000 2294.46
1.000e+13 0.000 2000.48
9.000e+10 0.000 0.00
1.500e+14 0.000 0.00
2.000e+12 0.000 0.00
9.640e+13 0.000 0.00
2.880e+07 1.700 1001.43
1.400e+07 1.700 1001.43
2.000e+13 0.000 0.00
1.020e+13 0.000 0.00
6.020e+11 0.000 0.00
4.500e+15 0.000 25095.60
2.410e+12 0.000 0.00
3.000e+13 0.000 0.00
2.500e+17 -0.930 5126.91
2.400e+13 0.000 0.00
5.000e+12 0.000 0.00
5.000e+13 0.000 25119.50
1.000e+14 0.000 19120.46
1.020e+13 0.000 0.00
1.440e+06 2.000 -838.91
4.400e+06 2.000 1505.74
1.354e+03 3.200 3490.68
6.830e+01 3.400 7239.96
1.000e+13 0.000 4684.51
8.000e+13 0.000 19383.37
2.000e+13 0.000 44933.08
1.900e+16 0.000 91729.92
1.047e+37 -7.189 44340.34
5.000e+13 0.000 0.00
2.000e+13 0.000 0.00
1.000e+14 0.000 0.00
3.000e+13 0.000 0.00
3.000e+10 0.000 0.00
4.900e+14 -0.500 0.00
7.000e+12 0.000 0.00
3.000e+12 0.000 0.00
1.170e+43 -9.800 43799.95
7.000e+15 0.000 81700.05
3.000e+12 0.000 16700.05
3.370e+12 0.000 -619.98
3.370e+11 0.000 -619.98
1.770e+18 -1.900 2979.92
3.720e+13 -0.200 3559.99
4.660e+13 -0.300 2989.96
1.850e+12 0.400 5359.94
3.900e-07 5.800 2200.05
2.450e+01 3.100 5729.92
3.600e+19 -2.200 14000.00
2.320e+11 0.400 14900.10
1.000e+14 0.000 42200.05
5.000e+15 0.000 82000.00
8.000e+13 0.000 65000.00
1.810e+11 0.400 717.02
3.090e+10 0.500 -380.02
1.050e+10 0.800 717.02
1.900e+07 1.800 5099.90
2.580e+07 1.600 2830.07
1.500e+07 1.600 3039.91
9.410e+07 1.700 5460.09
1.880e+07 1.900 1820.03
1.580e+07 2.000 4450.05
2.190e+02 3.200 9619.98
7.280e+02 3.000 7950.05
1.450e+02 3.000 7650.10
8.200e+03 2.500 10799.95
2.430e+04 2.500 15799.95
3.800e+12 0.000 24000.00
2.410e+11 0.000 -2380.02
4.000e+13 0.000 0.00
5.600e+34 -5.900 25299.95
5.350e+37 -7.000 23799.95
4.000e+10 0.000 1099.90
4.680e+02 3.200 5380.02
3.000e+13 0.000 0.00
3.000e+13 0.000 0.00
1.000e+13 0.000 0.00
4.820e+13 0.000 5020.08
1.000e+14 0.000 0.00
3.000e+13 0.000 0.00
3.000e+13 0.000 0.00
4.000e+13 0.000 0.00
5.000e+12 0.000 0.00
1.000e+14 0.000 25000.00
2.000e+07 1.800 1000.00
2.560e+09 1.100 13643.88
7.300e+12 0.000 2250.00
3.000e+13 0.000 0.00
2.500e+12 0.000 0.00
5.300e+06 2.000 2000.00
3.000e+10 0.000 2868.07
4.000e+13 0.000 0.00
1.800e+13 0.000 0.00
4.990e+15 -1.400 22428.06
3.000e+12 -0.320 -130.98
6.000e+08 0.000 0.00
6.000e+12 0.000 0.00
2.500e+13 0.000 0.00
8.000e+11 0.000 0.00
4.000e+14 0.000 41826.00
3.500e+07 1.650 -972.75
3.100e+06 2.000 -298.28
1.200e+08 1.650 327.44
1.700e+05 2.500 2492.83
2.000e+14 0.000 0.00
2.660e+12 0.000 0.00
3.000e+12 0.000 0.00
2.500e+13 0.000 0.00
1.600e+22 -2.390 11185.47
1.500e+24 -2.830 18618.55
1.100e+17 0.000 84392.93
4.000e+13 0.000 47500.00
4.000e+13 0.000 50932.12
1.300e+06 2.400 4471.08
1.330e+06 2.540 6761.47
4.760e+04 2.710 2107.31
1.900e+05 2.680 3718.45
1.000e+10 1.000 1599.90
2.000e+07 -1.600 -99.90
9.640e+03 2.600 13917.30
4.760e+04 2.550 16491.40
8.400e-03 4.200 8675.91
1.330e+13 0.000 1560.71
1.300e+11 0.000 0.00
1.230e+13 -0.100 30210.33
1.330e+13 0.000 3260.04
3.500e+16 -1.600 3500.00
2.000e+12 0.000 0.00
2.500e+35 -8.300 22000.00
1.500e+08 0.000 -7000.00
1.000e+15 0.000 43000.00
